Id,Label,type,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,modularity_class,stat_inf_class,clustering,triangles,eigencentrality
Woodland Bunnies Lolly Makers,Woodland Bunnies Lolly Makers,Product,250,20506,4,0.501154,0.533033,0.00002,0.015922,0.015922,0.00023,0,16,509,0.808193,25155,0.269009
N0 Singing Metal Sign,N0 Singing Metal Sign,Product,636,91212,4,0.552704,0.613232,0.000768,0.033226,0.033226,0.000877,0,5,157,0.536706,108377,0.562288
Wall Art Bicycle Safety,Wall Art Bicycle Safety,Product,413,44318,4,0.524135,0.5684,0.001642,0.023313,0.023313,0.000529,0,16,600,0.663509,56450,0.394169
Vintage Cream Cat Food Container,Vintage Cream Cat Food Container,Product,123,9787,5,0.487558,0.507636,0.000022,0.008488,0.008488,0.000159,0,21,138,0.861522,6464,0.144195
Office Mug Warmer Black+Silver,Office Mug Warmer Black+Silver,Product,163,15150,4,0.493748,0.517044,0.000022,0.01127,0.01127,0.000198,0,21,142,0.867227,11450,0.190753
Set/4 Spring Flower Decoration,Set/4 Spring Flower Decoration,Product,162,14074,4,0.49068,0.514838,0.000099,0.00676,0.00676,0.000232,0,14,151,0.576259,7515,0.116495
Recycled Acapulco Mat Turquoise,Recycled Acapulco Mat Turquoise,Product,67,5601,5,0.478077,0.493886,0.00006,0.005288,0.005288,0.000169,0,7,388,0.878788,1943,0.090067
Round Snack Boxes Set Of 4 Fruits,Round Snack Boxes Set Of 4 Fruits,Product,731,147322,4,0.564191,0.631523,0.000515,0.037476,0.037476,0.001276,0,7,198,0.512831,136831,0.634027
Pink Diamante Pen In Gift Box,Pink Diamante Pen In Gift Box,Product,265,23992,4,0.505137,0.537797,0.000143,0.01094,0.01094,0.000356,0,14,118,0.568067,19871,0.188766
Family Photo Frame Cornice,Family Photo Frame Cornice,Product,86,7127,5,0.480369,0.497851,0.000006,0.006311,0.006311,0.000133,0,5,736,0.893844,3267,0.107336
I Love London Beaker,I Love London Beaker,Product,201,21332,5,0.489114,0.518988,0.000018,0.01193,0.01193,0.000234,0,16,37,0.753881,15153,0.201961
Travel Card Wallet Keep Calm,Travel Card Wallet Keep Calm,Product,926,153021,4,0.592407,0.670536,0.001975,0.045182,0.045182,0.00144,0,6,853,0.448812,192215,0.764382
Round Container Set Of 5 Retrospot,Round Container Set Of 5 Retrospot,Product,515,57542,4,0.537763,0.589409,0.000355,0.026682,0.026682,0.000577,0,14,203,0.547792,72503,0.452931
Blue Giant Garden Thermometer,Blue Giant Garden Thermometer,Product,47,3344,5,0.465607,0.482278,0.000001,0.002881,0.002881,0.000094,0,5,743,0.920444,995,0.049145
Green Sweetheart Bracelet,Green Sweetheart Bracelet,Product,1,78,6,0.313598,0.318438,0,0.000001,0.000001,0.000088,0,5,102,0,0,0.000038
Sleeping Cat Erasers,Sleeping Cat Erasers,Product,762,86784,4,0.571742,0.639422,0.001346,0.03907,0.03907,0.000893,0,14,891,0.504961,146409,0.661269
Set/6 Red Spotty Paper Plates,Set/6 Red Spotty Paper Plates,Product,987,174536,4,0.603241,0.683423,0.003135,0.044763,0.044763,0.001704,0,7,213,0.389493,189524,0.759515
Set/3 Red Gingham Rose Storage Box,Set/3 Red Gingham Rose Storage Box,Product,428,59071,4,0.525086,0.57083,0.000192,0.024787,0.024787,0.000559,0,21,674,0.669833,61208,0.419417
Set Of 3 Notebooks In Parcel,Set Of 3 Notebooks In Parcel,Product,955,145614,4,0.596748,0.67626,0.001782,0.046143,0.046143,0.001328,0,7,461,0.437771,199420,0.780832
Cake Stand Victorian Filigree Small,Cake Stand Victorian Filigree Small,Product,100,6443,4,0.485108,0.503134,0.000001,0.006827,0.006827,0.000116,0,14,344,0.951313,4709,0.116627
Hanging Photo Clip Rope Ladder,Hanging Photo Clip Rope Ladder,Product,71,4579,5,0.479132,0.495133,0.000003,0.005234,0.005234,0.000098,0,11,82,0.876056,2177,0.089112
Set 6 Paper Table Lantern Hearts,Set 6 Paper Table Lantern Hearts,Product,388,40986,4,0.518504,0.561717,0.000099,0.023301,0.023301,0.000399,0,16,99,0.693066,52034,0.393706
Filigree Heart Butterfly White,Filigree Heart Butterfly White,Product,174,14965,4,0.494122,0.518675,0.000019,0.010233,0.010233,0.000193,0,5,520,0.742808,11180,0.173561
Antique All Glass Candlestick,Antique All Glass Candlestick,Product,467,40561,4,0.534235,0.581223,0.000524,0.025936,0.025936,0.000462,0,14,129,0.636507,69259,0.440074
Pack Of 12 Coloured Pencils,Pack Of 12 Coloured Pencils,Product,366,50632,4,0.516551,0.557815,0.000056,0.022223,0.022223,0.000467,0,11,372,0.721671,48204,0.375584
Lunch Bag Black Skull,Lunch Bag Black Skull,Product,1321,308878,4,0.655433,0.748113,0.004763,0.053886,0.053886,0.00276,0,21,200,0.302881,264070,0.915696
Set Of 3 Black Flying Ducks,Set Of 3 Black Flying Ducks,Product,32,1900,5,0.46544,0.48057,0.000001,0.002286,0.002286,0.000074,0,14,142,0.862903,428,0.039054
Retro Plastic Elephant Tray,Retro Plastic Elephant Tray,Product,182,22122,5,0.485108,0.514128,0.000055,0.010328,0.010328,0.000259,0,7,22,0.755388,12442,0.175216
Box/12 Chick & Egg In Basket,Box/12 Chick & Egg In Basket,Product,34,2076,5,0.437175,0.458519,0,0.00156,0.00156,0.000078,0,7,464,0.980392,550,0.026543
15cm Christmas Glass Ball 20 Lights,15cm Christmas Glass Ball 20 Lights,Product,228,19391,4,0.498851,0.52862,0.000044,0.014567,0.014567,0.000236,0,16,175,0.811809,21008,0.24624
Pink Regency Teacup And Saucer,Pink Regency Teacup And Saucer,Product,1029,152608,4,0.606893,0.690426,0.001657,0.047377,0.047377,0.001427,0,7,191,0.395246,209048,0.802455
Set Of 6 Herb Tins Sketchbook,Set Of 6 Herb Tins Sketchbook,Product,246,19508,4,0.505137,0.535271,0.000227,0.015373,0.015373,0.000252,0,14,766,0.753609,22710,0.261071
Silver Jewelled Mirror Trinket Tray,Silver Jewelled Mirror Trinket Tray,Product,1,50,5,0.34994,0.362075,0,0.000035,0.000035,0.000058,0,14,775,0,0,0.000623
Ass Floral Print Multi Screwdriver,Ass Floral Print Multi Screwdriver,Product,353,34710,4,0.519124,0.557783,0.001921,0.015437,0.015437,0.000585,0,14,218,0.418925,26027,0.264246
Mirror Mosaic T-Light Holder Round,Mirror Mosaic T-Light Holder Round,Product,10,2981,5,0.40272,0.423133,0.000055,0.000247,0.000247,0.000233,0,17,29,0.555556,25,0.004301
Red Retrospot Tape,Red Retrospot Tape,Product,620,62206,4,0.552939,0.611346,0.000913,0.031818,0.031818,0.00067,0,14,183,0.520543,99887,0.540206
Heart Garland Rustic Padded,Heart Garland Rustic Padded,Product,161,10815,4,0.493654,0.51682,0.000009,0.009757,0.009757,0.000161,0,14,590,0.822904,10599,0.166248
Blue Polkadot Wrap,Blue Polkadot Wrap,Product,418,64655,4,0.52403,0.568943,0.000345,0.023227,0.023227,0.000626,0,6,855,0.614253,53534,0.393393
Choc Truffle Gold Trinket Pot,Choc Truffle Gold Trinket Pot,Product,19,1746,5,0.429112,0.44945,0,0.000891,0.000891,0.000075,0,5,823,0.853801,146,0.015162
Cream Hanging Heart T-Light Holder,Cream Hanging Heart T-Light Holder,Product,1861,458282,4,0.766471,0.853767,0.056359,0.058254,0.058254,0.005771,0,5,102,0.17514,302795,1
Woodland Party Bag + Sticker Set,Woodland Party Bag + Sticker Set,Product,386,51903,4,0.51502,0.559446,0.000117,0.020846,0.020846,0.00049,0,7,221,0.627697,46641,0.353317
Childrens Garden Gloves Pink,Childrens Garden Gloves Pink,Product,51,5305,5,0.456952,0.476554,0.000008,0.002287,0.002287,0.000133,0,11,464,0.75451,962,0.039198
French Blue Metal Door Sign 8,French Blue Metal Door Sign 8,Product,53,7576,5,0.46938,0.48586,0.000001,0.003288,0.003288,0.000156,0,5,635,0.928157,1279,0.05609
Hanging Chick Cream Decoration,Hanging Chick Cream Decoration,Product,117,10404,4,0.48304,0.503837,0.000241,0.005795,0.005795,0.000193,0,14,843,0.602122,4086,0.099266
Large Zinc Heart Wall Organiser,Large Zinc Heart Wall Organiser,Product,14,5640,5,0.38636,0.406204,0.000002,0.000292,0.000292,0.000142,0,5,156,0.769231,70,0.005097
Magic Drawing Slate Bake A Cake,Magic Drawing Slate Bake A Cake,Product,100,17682,4,0.476243,0.496834,0.000005,0.006364,0.006364,0.00021,0,11,65,0.815556,4037,0.1078
Yellow Giant Garden Thermometer,Yellow Giant Garden Thermometer,Product,52,3367,5,0.46938,0.485732,0.000001,0.003367,0.003367,0.000089,0,5,743,0.960784,1274,0.057218
Large Red Babushka Notebook,Large Red Babushka Notebook,Product,346,32442,4,0.517783,0.555801,0.000151,0.020886,0.020886,0.000354,0,11,170,0.690994,41242,0.353578
Christmas Card Stack Of Presents,Christmas Card Stack Of Presents,Product,54,4943,4,0.447689,0.469334,0.000004,0.002772,0.002772,0.000109,0,16,288,0.738644,1057,0.046874
Pink Bitty Light Chain,Pink Bitty Light Chain,Product,2,105,5,0.395388,0.41485,0,0.000098,0.000098,0.000059,0,16,411,1,1,0.001686
Pack Of 6 Small Fruit Straws,Pack Of 6 Small Fruit Straws,Product,151,16233,4,0.48765,0.511352,0.000014,0.01022,0.01022,0.000194,0,21,513,0.836733,9476,0.173148
2 Picture Book Eggs Easter Bunny,2 Picture Book Eggs Easter Bunny,Product,3,197,5,0.335177,0.342741,0.000002,0.000021,0.000021,0.000142,0,14,843,0.333333,1,0.000413
Dolly Girl Beaker,Dolly Girl Beaker,Product,411,69913,4,0.519537,0.565554,0.00007,0.023963,0.023963,0.000617,0,7,535,0.688351,57997,0.404874
Glass Heart T-Light Holder,Glass Heart T-Light Holder,Product,466,44097,4,0.535003,0.581543,0.000155,0.027216,0.027216,0.000452,0,5,408,0.656985,71181,0.460298
Pink Enamel+Glass Hair Comb,Pink Enamel+Glass Hair Comb,Product,1,114,6,0.306156,0.312478,0,0.000002,0.000002,0.000068,0,14,775,0,0,0.000048
Set/4 White Retro Storage Cubes,Set/4 White Retro Storage Cubes,Product,4,221,5,0.433611,0.451369,0,0.00026,0.00026,0.000059,0,21,83,1,6,0.004481
Natural Slate Chalkboard Large,Natural Slate Chalkboard Large,Product,371,35106,4,0.519745,0.56031,0.000054,0.022587,0.022587,0.000358,0,5,163,0.732221,50256,0.381909
Hanging Clear Mini Bottle,Hanging Clear Mini Bottle,Product,112,9868,4,0.477464,0.499424,0.000043,0.006734,0.006734,0.000155,0,21,640,0.75917,4719,0.114117
Star Decoration Painted Zinc,Star Decoration Painted Zinc,Product,617,77504,4,0.550602,0.609651,0.000416,0.033631,0.033631,0.000754,0,16,894,0.593261,112741,0.568454
Magic Drawing Slate Go To The Fair,Magic Drawing Slate Go To The Fair,Product,63,5444,4,0.455038,0.476529,0.000003,0.003778,0.003778,0.000103,0,11,367,0.834613,1630,0.064
Ring Of Roses Birthday Card,Ring Of Roses Birthday Card,Product,406,58605,4,0.519434,0.564818,0.000101,0.022875,0.022875,0.000539,0,7,315,0.654966,53848,0.38721
Lunch Bag Alphabet Design,Lunch Bag Alphabet Design,Product,892,206126,4,0.587069,0.663629,0.000748,0.043753,0.043753,0.00174,0,21,231,0.459626,182649,0.74016
Zinc Herb Garden Container,Zinc Herb Garden Container,Product,46,3072,5,0.468284,0.483973,0,0.003493,0.003493,0.000083,0,5,138,0.980676,1015,0.05938
Empire Gift Wrap,Empire Gift Wrap,Product,213,26985,4,0.499234,0.527245,0.000107,0.012,0.012,0.000302,0,6,195,0.665249,15020,0.203319
Bread Bin Diner Style Pink,Bread Bin Diner Style Pink,Product,22,1567,5,0.451568,0.468656,0.000001,0.001697,0.001697,0.000077,0,7,396,0.91342,211,0.029016
Ivory Hanging Decoration Heart,Ivory Hanging Decoration Heart,Product,555,70620,4,0.545416,0.598842,0.000544,0.029746,0.029746,0.000719,0,5,106,0.56157,86333,0.504301
Party Bunting,Party Bunting,Product,1405,304894,4,0.670958,0.764742,0.011324,0.053032,0.053032,0.003128,0,21,360,0.259939,256380,0.90333
Party Pizza Dish Red Retrospot,Party Pizza Dish Red Retrospot,Product,379,43688,4,0.520471,0.56194,0.00064,0.015975,0.015975,0.000554,0,14,218,0.44115,31600,0.274168
White Skull Hot Water Bottle,White Skull Hot Water Bottle,Product,626,90977,4,0.551418,0.611314,0.000232,0.035423,0.035423,0.00082,0,16,220,0.617682,120834,0.597899
White Tea Coffee Sugar Jars,White Tea Coffee Sugar Jars,Product,32,2244,5,0.46736,0.481766,0.000116,0.001515,0.001515,0.000138,0,14,345,0.548387,272,0.026224
Wrap Wedding Day,Wrap Wedding Day,Product,169,21119,4,0.481345,0.509689,0.000015,0.009611,0.009611,0.000232,0,6,820,0.797056,11315,0.162919
Chocolate Hot Water Bottle,Chocolate Hot Water Bottle,Product,807,127772,4,0.576676,0.64764,0.00077,0.041057,0.041057,0.001159,0,16,854,0.494731,160897,0.69394
Feltcraft Hairbands Pink And White,Feltcraft Hairbands Pink And White,Product,179,13447,4,0.495626,0.520338,0.000002,0.013082,0.013082,0.00017,0,11,889,0.921599,14682,0.221342
Charlie+Lola Pink Hot Water Bottle,Charlie+Lola Pink Hot Water Bottle,Product,784,80608,4,0.574388,0.643579,0.000538,0.040183,0.040183,0.000787,0,14,194,0.506594,155492,0.679886
Candy Spot Hand Bag,Candy Spot Hand Bag,Product,39,2282,5,0.458641,0.47601,0,0.002009,0.002009,0.000082,0,14,493,0.936572,694,0.034782
Food/Drink Sponge Stickers,Food/Drink Sponge Stickers,Product,21,1777,5,0.44192,0.460297,0.000003,0.001197,0.001197,0.000077,0,14,243,0.766667,161,0.020351
Retro Plastic Daisy Tray,Retro Plastic Daisy Tray,Product,26,1960,5,0.464362,0.478473,0,0.001783,0.001783,0.000077,0,5,757,0.935385,304,0.030437
House Shape Pencil Sharpener,House Shape Pencil Sharpener,Product,266,22967,4,0.505627,0.538085,0.000357,0.014235,0.014235,0.000316,0,14,42,0.586097,20657,0.242478
36 Pencils Tube Skulls,36 Pencils Tube Skulls,Product,486,45607,4,0.534454,0.583781,0.000139,0.029609,0.029609,0.000441,0,11,509,0.704764,83060,0.500045
Ribbon Reel Making Snowmen,Ribbon Reel Making Snowmen,Product,419,44931,4,0.52214,0.56808,0.000064,0.025839,0.025839,0.000423,0,16,92,0.744002,65153,0.436063
Black Baroque Wall Clock,Black Baroque Wall Clock,Product,4,227,5,0.398471,0.41792,0,0.000254,0.000254,0.00006,0,14,775,1,6,0.00439
4 Sky Blue Dinner Candles,4 Sky Blue Dinner Candles,Product,6,331,5,0.428126,0.44686,0,0.000524,0.000524,0.000059,0,21,346,1,15,0.008897
T-Light Holder Hanging Love Bird,T-Light Holder Hanging Love Bird,Product,25,1622,5,0.458238,0.473676,0,0.001786,0.001786,0.000073,0,5,274,0.973333,292,0.030333
Mini Paint Set Vintage,Mini Paint Set Vintage,Product,898,230472,4,0.586805,0.664268,0.001898,0.042247,0.042247,0.00204,0,11,63,0.424742,171066,0.715496
Pink Honeycomb Paper Ball,Pink Honeycomb Paper Ball,Product,306,24836,5,0.509382,0.545753,0.000165,0.014074,0.014074,0.000319,0,14,682,0.541176,25254,0.241027
Hippy Chic Decorative Parasol,Hippy Chic Decorative Parasol,Product,7,471,5,0.374694,0.392543,0,0.00015,0.00015,0.000071,0,14,826,0.857143,18,0.002681
Victorian Sewing Box Large,Victorian Sewing Box Large,Product,121,8296,4,0.484657,0.505468,0.000005,0.008365,0.008365,0.000131,0,16,139,0.875344,6355,0.141851
Snack Tray Paisley Park,Snack Tray Paisley Park,Product,48,2786,5,0.450398,0.470958,0.000004,0.002462,0.002462,0.000087,0,11,597,0.941489,1062,0.041809
Cherry Crochet Food Cover,Cherry Crochet Food Cover,Product,18,1061,5,0.454165,0.470095,0.000002,0.001171,0.001171,0.000081,0,7,420,0.810458,124,0.020135
Funky Monkey Gift Bag Medium,Funky Monkey Gift Bag Medium,Product,9,575,5,0.431171,0.449917,0,0.000541,0.000541,0.000062,0,6,252,0.888889,32,0.009241
Dog Bowl Chasing Ball Design,Dog Bowl Chasing Ball Design,Product,31,4292,5,0.464197,0.479176,0.000004,0.001857,0.001857,0.00013,0,14,28,0.726882,338,0.031811
50cm Metal String With 7 Clips,50cm Metal String With 7 Clips,Product,25,2767,5,0.42107,0.44285,0,0.000817,0.000817,0.000093,0,5,22,1,300,0.014024
Glass Cloche Small,Glass Cloche Small,Product,44,3285,5,0.465523,0.482054,0.000749,0.00291,0.00291,0.000137,0,21,825,0.818182,774,0.049507
Christmas Tree Heart Decoration,Christmas Tree Heart Decoration,Product,569,60637,4,0.546102,0.601241,0.000539,0.028818,0.028818,0.000664,0,14,689,0.534178,86321,0.489792
Ninja Rabbit Black,Ninja Rabbit Black,Product,21,1301,5,0.454403,0.470171,0.000193,0.001158,0.001158,0.000109,0,14,128,0.780952,164,0.019927
White Moroccan Metal Lantern,White Moroccan Metal Lantern,Product,302,28743,4,0.513194,0.547359,0.000031,0.019491,0.019491,0.000306,0,5,716,0.797606,36252,0.32983
Lunch Bag Woodland,Lunch Bag Woodland,Product,1177,285516,4,0.63084,0.719813,0.003135,0.051292,0.051292,0.002504,0,21,212,0.349373,241793,0.869966
Kings Choice Giant Tube Matches,Kings Choice Giant Tube Matches,Product,19,1705,5,0.448228,0.465458,0.000005,0.000981,0.000981,0.000084,0,21,142,0.818713,140,0.016794
Two Door Curio Cabinet,Two Door Curio Cabinet,Product,3,165,5,0.439757,0.455909,0,0.000242,0.000242,0.000058,0,5,757,1,3,0.004185
Kids Rain Mac Blue,Kids Rain Mac Blue,Product,137,16193,4,0.478077,0.50307,0.000003,0.008491,0.008491,0.000191,0,7,578,0.860348,8015,0.143588
12 Pencils Small Tube Red Retrospot,12 Pencils Small Tube Red Retrospot,Product,572,70369,4,0.546675,0.601497,0.00028,0.03166,0.03166,0.000656,0,11,542,0.594322,96717,0.536262
Strawberries Design Flannel,Strawberries Design Flannel,Product,167,11181,4,0.494873,0.518291,0.000002,0.012062,0.012062,0.000153,0,14,766,0.917611,12719,0.204609
Cockle Shell Dish,Cockle Shell Dish,Product,7,498,5,0.407761,0.427629,0.001495,0.000266,0.000266,0.000198,0,5,397,0.47619,10,0.004552
Red Acrylic Faceted Bangle,Red Acrylic Faceted Bangle,Product,22,1404,5,0.408656,0.430308,0,0.000512,0.000512,0.000083,0,14,826,0.982684,227,0.0091
12 Red Rose Peg Place Settings,12 Red Rose Peg Place Settings,Product,57,4179,4,0.474077,0.489735,0.000003,0.004207,0.004207,0.000095,0,21,523,0.901003,1438,0.071617
Set Of 2 Tea Towels Apple And Pears,Set Of 2 Tea Towels Apple And Pears,Product,419,55033,4,0.520056,0.566801,0.000151,0.023906,0.023906,0.00052,0,7,795,0.654577,57322,0.404479
Glass Bon Bon Jar,Glass Bon Bon Jar,Product,545,50945,4,0.542465,0.595932,0.000132,0.031785,0.031785,0.000496,0,16,811,0.6693,99217,0.536768
Set Of 4 Napkin Charms Instrument,Set Of 4 Napkin Charms Instrument,Product,1,55,6,0.29698,0.304042,0,0.000001,0.000001,0.000064,0,14,260,0,0,0.000029
Set Of 3 Wooden Tree Decorations,Set Of 3 Wooden Tree Decorations,Product,574,62798,4,0.545759,0.601465,0.000204,0.032177,0.032177,0.000601,0,16,485,0.631933,103922,0.543559
Ivory Wire Kitchen Organiser,Ivory Wire Kitchen Organiser,Product,7,391,5,0.40687,0.427226,0,0.000538,0.000538,0.00006,0,21,566,1,21,0.009086
Wooden Union Jack Bunting,Wooden Union Jack Bunting,Product,371,34018,4,0.520992,0.561045,0.00029,0.020815,0.020815,0.000401,0,14,209,0.644161,44212,0.353371
Christmas Lights 10 Vintage Baubles,Christmas Lights 10 Vintage Baubles,Product,210,19233,4,0.496381,0.524847,0.000029,0.013675,0.013675,0.000225,0,16,839,0.804283,17650,0.23131
Jingle Bell Heart Decoration,Jingle Bell Heart Decoration,Product,591,63572,4,0.547939,0.604886,0.000994,0.031886,0.031886,0.000658,0,16,531,0.580235,101161,0.539172
Card Birthday Cowboy,Card Birthday Cowboy,Product,537,89206,4,0.537541,0.592127,0.000201,0.030093,0.030093,0.000788,0,7,237,0.617603,88883,0.508822
Funky Monkey Cushion Cover,Funky Monkey Cushion Cover,Product,53,3159,5,0.46075,0.47924,0.000005,0.002321,0.002321,0.000092,0,14,803,0.686502,946,0.039823
Home Sweet Home Key Holder,Home Sweet Home Key Holder,Product,26,3952,5,0.443122,0.461761,0.000008,0.00093,0.00093,0.000117,0,5,516,0.781538,254,0.015947
Ivory Wicker Heart Large,Ivory Wicker Heart Large,Product,309,31714,5,0.511582,0.54732,0.000926,0.01841,0.01841,0.00038,0,16,274,0.731076,34789,0.311398
Chocolate 1 Wick Morris Box Candle,Chocolate 1 Wick Morris Box Candle,Product,11,1007,5,0.360393,0.375959,0.00006,0.000083,0.000083,0.000113,0,17,29,0.490909,27,0.00162
Potting Shed Rose Candle,Potting Shed Rose Candle,Product,12,3840,5,0.368235,0.385732,0,0.000215,0.000215,0.000127,0,5,671,1,66,0.003768
Roll Wrap 50'S Red Christmas,Roll Wrap 50'S Red Christmas,Product,357,39445,4,0.51502,0.555801,0.000062,0.021713,0.021713,0.000384,0,16,87,0.72815,46271,0.366754
S/4 Ivory Mini Rose Candle In Bowl,S/4 Ivory Mini Rose Candle In Bowl,Product,398,32265,4,0.525827,0.5676,0.000409,0.022962,0.022962,0.000389,0,14,805,0.675848,53394,0.389582
Decorative Flore Bathroom Bottle,Decorative Flore Bathroom Bottle,Product,231,19473,5,0.502895,0.532035,0.000073,0.010471,0.010471,0.000285,0,14,354,0.654207,17379,0.180572
Airline Bag Vintage Jet Set Brown,Airline Bag Vintage Jet Set Brown,Product,78,5302,5,0.483129,0.498906,0.000003,0.005915,0.005915,0.000111,0,14,115,0.94006,2823,0.100972
Doormat Union Jack Guns And Roses,Doormat Union Jack Guns And Roses,Product,81,13124,5,0.475634,0.494014,0.000032,0.00517,0.00517,0.000198,0,5,133,0.817284,2648,0.087994
Yellow Coat Rack Paris Fashion,Yellow Coat Rack Paris Fashion,Product,11,1117,5,0.437469,0.455033,0.000008,0.000232,0.000232,0.000086,0,5,156,0.927273,51,0.004121
Box Of 24 Cocktail Parasols,Box Of 24 Cocktail Parasols,Product,1167,186054,4,0.63084,0.718534,0.003865,0.050845,0.050845,0.001783,0,21,207,0.34987,238038,0.862601
Toast Its - Fairy Flower,Toast Its - Fairy Flower,Product,529,51204,4,0.539433,0.592159,0.000097,0.031473,0.031473,0.000498,0,16,43,0.700392,97814,0.531229
Set Of 4 English Rose Placemats,Set Of 4 English Rose Placemats,Product,554,52198,4,0.542013,0.59702,0.000628,0.027066,0.027066,0.000594,0,14,256,0.502706,77005,0.461025
